id	de	level	ko	note	model
dreck	der Dreck	b1	먼지, 때, 오물	예문3은 관용구(참견 말라는 뜻)	claude-sonnet-5
drehen	drehen	b1	돌리다, 돌다, ~을 중심으로 돌아가다	재귀동사 sich drehen	claude-sonnet-5
drin	drin	b1	안에, 속에	drinnen의 구어 축약형	claude-sonnet-5
droge	die Droge	b1	마약, 약물		claude-sonnet-5
drogerie	die Drogerie	b1	드러그스토어, 잡화점		claude-sonnet-5
druck	der Druck	b1	압력, 누름		claude-sonnet-5
durcheinander	durcheinander	b1	뒤죽박죽, 엉망으로		claude-sonnet-5
durchschnitt	der Durchschnitt	b1	평균		claude-sonnet-5
durchschnittlich	durchschnittlich	b1	평균의, 평균적으로		claude-sonnet-5
durstig	durstig	b1	목마른		claude-sonnet-5
duzen	duzen	b1	너라고 부르다, 반말하다	재귀동사 sich duzen	claude-sonnet-5
eben	eben	b1	방금, 바로, 그냥	예문2는 강조 불변화사	claude-sonnet-5
ebenfalls	ebenfalls	b1	마찬가지로, 역시		claude-sonnet-5
ebenso	ebenso	b1	마찬가지로, 그렇게		claude-sonnet-5
e-card	die e-card	b1	전자건강보험카드	오스트리아식 건강보험증	claude-sonnet-5
eilen	eilen	b1	서두르다, 급하다		claude-sonnet-5
eile	die Eile	b1	서두름, 급함	in Eile sein 관용구	claude-sonnet-5
ec-karte	die ec-Karte/EC-Karte	b1	직불카드, 체크카드		claude-sonnet-5
eck	das Eck	b1	구석, 모퉁이	오스트리아·구어(=die Ecke)	claude-sonnet-5
eckig	eckig	b1	각진, 모난		claude-sonnet-5
einbahnstrasse	die Einbahnstraße	b1	일방통행로		claude-sonnet-5
einbrechen	einbrechen	b1	침입하다, 몰래 들어가다		claude-sonnet-5
einbrecher	der Einbrecher	b1	침입자, 강도		claude-sonnet-5
einbrecherin	die Einbrecherin	b1	여성 침입자, 여성 강도		claude-sonnet-5
einbruch	der Einbruch	b1	침입, 절도		claude-sonnet-5
eindeutig	eindeutig	b1	명확한, 분명한		claude-sonnet-5
ehe	die Ehe	b1	결혼, 혼인		claude-sonnet-5
ehepaar	das Ehepaar	b1	부부		claude-sonnet-5
eher	eher	b1	더 일찍, 오히려, 차라리		claude-sonnet-5
ehrlich	ehrlich	b1	정직한, 솔직한		claude-sonnet-5
sich-eignen	sich eignen	b1	적합하다, 알맞다	재귀동사	claude-sonnet-5
eindruck	der Eindruck	b1	인상		claude-sonnet-5
einerseits	einerseits	b1	한편으로는	andererseits와 짝	claude-sonnet-5
einfahrt	die Einfahrt	b1	진입로, 차고 입구		claude-sonnet-5
einfallen	einfallen	b1	생각나다, 떠오르다	여격 구문(mir einfallen)	claude-sonnet-5
einfall	der Einfall	b1	생각, 아이디어		claude-sonnet-5
einfluss	der Einfluss	b1	영향		claude-sonnet-5
beeinflussen	beeinflussen	b1	영향을 미치다		claude-sonnet-5
einfuegen	einfügen	b1	삽입하다, 붙여넣다	분리동사	claude-sonnet-5
einfuehren	einführen	b1	수입하다, 도입하다	분리동사	claude-sonnet-5
einfuehrung	die Einführung	b1	도입, 입문, 서론		claude-sonnet-5
einheitlich	einheitlich	b1	통일된, 획일적인		claude-sonnet-5
sich-einigen	sich einigen	b1	합의하다, 의견 일치를 보다	재귀동사	claude-sonnet-5
einkauf	der Einkauf	b1	구매, 장보기		claude-sonnet-5
einkommen	das Einkommen	b1	소득, 수입		claude-sonnet-5
boden	der Boden	b1	바닥, 땅, 토양		claude-sonnet-5
boot	das Boot	b1	보트, 배		claude-sonnet-5
botschaft	die Botschaft	b1	대사관, 메시지		claude-sonnet-5
briefkasten	der Briefkasten	b1	우편함		claude-sonnet-5
brieftraeger	der Briefträger	b1	우편배달부		claude-sonnet-5
braten-2	der Braten	b1	구운 고기, 로스트		claude-sonnet-5
briefumschlag	der Briefumschlag	b1	편지 봉투		claude-sonnet-5
brieftasche	die Brieftasche	b1	지갑		claude-sonnet-5
broschuere	die Broschüre	b1	브로슈어, 소책자		claude-sonnet-5
brechen	brechen	b1	부러지다, 부러뜨리다, 깨다	예문은 재귀 표현	claude-sonnet-5
breite	die Breite	b1	너비, 폭		claude-sonnet-5
bremsen	bremsen	b1	브레이크를 밟다, 제동을 걸다		claude-sonnet-5
bremse	die Bremse	b1	브레이크		claude-sonnet-5
brennen	brennen	b1	타다, 불이 나다, 켜져 있다		claude-sonnet-5
broetli	das Brötli	b1	롤빵, 작은 빵	스위스어(Brötchen)	claude-sonnet-5
brust	die Brust	b1	가슴		claude-sonnet-5
bub	der Bub	b1	소년, 남자아이	지역어(Junge)	claude-sonnet-5
buchhandlung	die Buchhandlung	b1	서점		claude-sonnet-5
buechse	die Büchse	b1	캔, 통조림		claude-sonnet-5
buffet	das Buffet	b1	뷔페		claude-sonnet-5
buehne	die Bühne	b1	무대		claude-sonnet-5
burg	die Burg	b1	성		claude-sonnet-5
buerger	der Bürger	b1	시민, 국민		claude-sonnet-5
buergerin	die Bürgerin	b1	시민, 국민	여성형	claude-sonnet-5
buerste	die Bürste	b1	솔, 브러시		claude-sonnet-5
zahnbuerste	die Zahnbürste	b1	칫솔		claude-sonnet-5
chance	die Chance	b1	기회, 가능성		claude-sonnet-5
chic	chic/schick	b1	세련된, 멋진	스위스식 철자	claude-sonnet-5
coiffeur	der Coiffeur	b1	미용사, 이발사	스위스어(Friseur)	claude-sonnet-5
couch	die Couch	b1	소파		claude-sonnet-5
cousin	der Cousin	b1	사촌	남성	claude-sonnet-5
cousine	die Cousine	b1	사촌	여성	claude-sonnet-5
couvert	das Couvert	b1	편지 봉투	스위스어(Umschlag)	claude-sonnet-5
dach	das Dach	b1	지붕		claude-sonnet-5
dagegen	dagegen	b1	그것에 부딪혀, 반대하여		claude-sonnet-5
daher	daher	b1	그래서, 그러므로		claude-sonnet-5
dahin	dahin	b1	그때까지, 그리로		claude-sonnet-5
damit	damit	b1	~하기 위해, 그것으로	접속사/대명부사	claude-sonnet-5
danach	danach	b1	그 다음에, 그 후에		claude-sonnet-5
dankbar	dankbar	b1	감사한, 고마운		claude-sonnet-5
darstellen	darstellen	b1	묘사하다, 설명하다, 나타내다		claude-sonnet-5
darstellung	die Darstellung	b1	묘사, 서술, 표현		claude-sonnet-5
dauer	die Dauer	b1	기간, 지속		claude-sonnet-5
dauer-2	dauer	b1	장기적으로, 결국	auf Dauer 관용구	claude-sonnet-5
dauernd	dauernd	b1	끊임없는, 계속되는, 항상	부사로도 씀	claude-sonnet-5
decke	die Decke	b1	천장, 담요, 이불		claude-sonnet-5
dekorieren	dekorieren	b1	장식하다, 꾸미다		claude-sonnet-5
gedanke	der Gedanke	b1	생각, 사고, 아이디어	예문은 관용구	claude-sonnet-5
denkmal	das Denkmal	b1	기념물, 기념비		claude-sonnet-5
daten	die Daten	b1	데이터, 자료	복수형만 씀	claude-sonnet-5
derselbe	derselbe	b1	같은, 동일한	정관사+selbe 변화	claude-sonnet-5
dessert	das Dessert	b1	디저트, 후식		claude-sonnet-5
deswegen	deswegen	b1	그래서, 그 때문에		claude-sonnet-5
detail	das Detail	b1	세부 사항, 디테일		claude-sonnet-5
diaet	die Diät	b1	다이어트, 식이요법		claude-sonnet-5
dialekt	der Dialekt	b1	방언, 사투리		claude-sonnet-5
dialog	der Dialog	b1	대화, 대화문		claude-sonnet-5
dicht	dicht	b1	밀폐된, 촘촘한, 빽빽한	예문은 '밀폐된' 뜻	claude-sonnet-5
dieb	der Dieb	b1	도둑		claude-sonnet-5
dienen	dienen	b1	쓰이다, ~역할을 하다, 봉사하다	3격 목적어	claude-sonnet-5
amt	das Amt	b1	관청, 기관, 직무		claude-sonnet-5
sich-amuesieren	sich amüsieren	b1	즐기다, 재미있어하다	재귀동사	claude-sonnet-5
alltag	der Alltag	b1	일상, 평상시		claude-sonnet-5
analysieren	analysieren	b1	분석하다		claude-sonnet-5
anbieter	der Anbieter	b1	제공자, 공급업체		claude-sonnet-5
andererseits	andererseits	b1	다른 한편으로는	einerseits와 대응	claude-sonnet-5
aenderung	die Änderung	b1	변경, 변화		claude-sonnet-5
anerkennen	anerkennen	b1	인정하다	분리동사, 과거분사 예외형	claude-sonnet-5
anfangs	anfangs	b1	처음에는		claude-sonnet-5
angeben	angeben	b1	제시하다, 기재하다, 과시하다	분리동사	claude-sonnet-5
angabe	die Angabe	b1	기재 사항, 정보	복수형으로 자주 씀	claude-sonnet-5
angehoerige	der Angehörige	b1	가족, 친척	형용사 어미변화 명사	claude-sonnet-5
angenehm	angenehm	b1	기분 좋은, 쾌적한		claude-sonnet-5
aengstlich	ängstlich	b1	겁 많은, 불안한		claude-sonnet-5
anhaben	anhaben	b1	입고 있다	분리동사	claude-sonnet-5
ankuendigen	ankündigen	b1	예고하다, 알리다	분리동사	claude-sonnet-5
anlage	die Anlage	b1	설비, 장치, 첨부 파일		claude-sonnet-5
anleitung	die Anleitung	b1	설명서, 안내서		claude-sonnet-5
annehmen	annehmen	b1	받아들이다, 추측하다	분리동사	claude-sonnet-5
annonce	die Annonce	b1	광고, 공고	옛투, 주로 신문광고	claude-sonnet-5
anschaffen	anschaffen	b1	구입하다, 장만하다	주로 재귀동사(3격)로 씀	claude-sonnet-5
anschliessen	anschließen	b1	연결하다, 접속하다	분리동사	claude-sonnet-5
anschnallen	anschnallen	b1	매다, 채우다	재귀동사로도 씀	claude-sonnet-5
ansprechen	ansprechen	b1	말을 걸다, 마음에 들다	분리동사	claude-sonnet-5
anspruch	der Anspruch	b1	권리, 청구권	전치사와 4격 함께 씀	claude-sonnet-5
anstellen	anstellen	b1	켜다, 고용하다, 줄 서다	줄서다는 재귀동사	claude-sonnet-5
aufgeben	aufgeben	b1	부치다, 포기하다	분리동사	claude-sonnet-5
aufhalten	aufhalten	b1	머물다, 붙잡다, 지연시키다	머물다는 재귀동사	claude-sonnet-5
aufheben	aufheben	b1	줍다, 보관하다	분리동사	claude-sonnet-5
aufladen	aufladen	b1	충전하다, 싣다	분리동사	claude-sonnet-5
aufloesen	auflösen	b1	녹이다, 용해하다, 해체하다		claude-sonnet-5
aufmerksam	aufmerksam	b1	주의 깊은, 세심한	예문2는 관용구	claude-sonnet-5
aufnehmen	aufnehmen	b1	받아들이다, 녹음하다, 녹화하다	분리동사	claude-sonnet-5
aufnahme	die Aufnahme	b1	녹음, 촬영, 수용		claude-sonnet-5
aufregen	aufregen	b1	화나게 하다, 흥분시키다	재귀동사=흥분하다	claude-sonnet-5
auftrag	der Auftrag	b1	위임, 주문, 임무	예문1은 관용구	claude-sonnet-5
auftreten	auftreten	b1	출연하다, 공연하다, 발생하다	분리동사	claude-sonnet-5
aufwachen	aufwachen	b1	잠에서 깨다	분리동사	claude-sonnet-5
aufwaerts	aufwärts	b1	위로, 상승세로		claude-sonnet-5
ausgebildet	ausgebildet	b1	훈련된, 숙련된		claude-sonnet-5
ausdrucken	ausdrucken	b1	출력하다, 인쇄하다	분리동사	claude-sonnet-5
ausdruck	der Ausdruck	b1	표현, 출력물		claude-sonnet-5
auseinander	auseinander	b1	떨어져서, 서로 떨어진		claude-sonnet-5
ausfahrt	die Ausfahrt	b1	출구, 나들목		claude-sonnet-5
ausfallen	ausfallen	b1	취소되다, 열리지 않다	분리동사	claude-sonnet-5
ausgabe	die Ausgabe	b1	지출, 배급, 판		claude-sonnet-5
augenblick	der Augenblick	b1	순간, 잠깐	예문3은 관용구	claude-sonnet-5
ausgezeichnet	ausgezeichnet	b1	뛰어난, 훌륭한		claude-sonnet-5
aushilfe	die Aushilfe	b1	임시 직원, 도우미		claude-sonnet-5
auslaenderin	die Ausländerin	b1	외국인 여성	남성형은 별도 단어	claude-sonnet-5
ausnahme	die Ausnahme	b1	예외		claude-sonnet-5
ausreichen	ausreichen	b1	충분하다	분리동사	claude-sonnet-5
ausreichend	ausreichend	b1	충분한		claude-sonnet-5
ausrichten	ausrichten	b1	전달하다, 알려주다	분리동사	claude-sonnet-5
ausschliessen	ausschließen	b1	배제하다, 제외하다	분리동사	claude-sonnet-5
ausschliesslich	ausschließlich	b1	오로지, 전용의	부사로도 쓰임	claude-sonnet-5
aussen	außen	b1	밖에서, 겉으로		claude-sonnet-5
aeusserlich	äußerlich	b1	외용의, 외적인	의학 용어로도 씀	claude-sonnet-5
aussicht	die Aussicht	b1	전망, 경치, 가능성		claude-sonnet-5
aussprache	die Aussprache	b1	발음		claude-sonnet-5
ergaenzen	ergänzen	b1	보충하다, 채워 넣다, 추가하다		claude-sonnet-5
erhalten	erhalten	b1	받다, 유지하다		claude-sonnet-5
erhoehen	erhöhen	b1	높이다, 인상하다, 증가하다	재귀형: 증가하다	claude-sonnet-5
erhoehung	die Erhöhung	b1	인상, 증가		claude-sonnet-5
sich-erholen	sich erholen	b1	회복하다, 쉬다	재귀동사	claude-sonnet-5
erholung	die Erholung	b1	휴식, 회복		claude-sonnet-5
erinnerung	die Erinnerung	b1	기억, 추억		claude-sonnet-5
sich-erkaelten	sich erkälten	b1	감기에 걸리다	재귀동사	claude-sonnet-5
erkaeltung	die Erkältung	b1	감기		claude-sonnet-5
erkennen	erkennen	b1	알아보다, 인식하다, 깨닫다		claude-sonnet-5
erklaerung	die Erklärung	b1	설명		claude-sonnet-5
sich-erkundigen	sich erkundigen	b1	문의하다, 알아보다	재귀동사	claude-sonnet-5
erleben	erleben	b1	경험하다, 체험하다		claude-sonnet-5
erlebnis	das Erlebnis	b1	경험, 체험		claude-sonnet-5
erledigen	erledigen	b1	처리하다, 해결하다		claude-sonnet-5
erleichtern	erleichtern	b1	쉽게 하다, 완화하다, 안도하게 하다		claude-sonnet-5
ernaehren	ernähren	b1	부양하다, 먹여 살리다	재귀동사: 먹다	claude-sonnet-5
ernaehrung	die Ernährung	b1	영양, 식습관		claude-sonnet-5
essig	der Essig	b1	식초		claude-sonnet-5
etage	die Etage	b1	층		claude-sonnet-5
etwa	etwa	b1	대략, 약, 혹시		claude-sonnet-5
eventuell	eventuell	b1	혹시, 아마도	부사로도 씀	claude-sonnet-5
ewig	ewig	b1	영원한, 끝없는	구어: 아주 오랫동안	claude-sonnet-5
experte	der Experte	b1	전문가		claude-sonnet-5
export	der Export	b1	수출		claude-sonnet-5
extra	extra	b1	특별히, 별도로, 일부러		claude-sonnet-5
extrem	extrem	b1	극도의, 극단적인		claude-sonnet-5
fabrik	die Fabrik	b1	공장		claude-sonnet-5
fachmann	der Fachmann	b1	전문가	남성형	claude-sonnet-5
fachfrau	die Fachfrau	b1	여성 전문가	여성형	claude-sonnet-5
fachleute	die Fachleute	b1	전문가들	복수형	claude-sonnet-5
faehigkeit	die Fähigkeit	b1	능력		claude-sonnet-5
faehre	die Fähre	b1	페리, 연락선		claude-sonnet-5
fahrbahn	die Fahrbahn	b1	차도		claude-sonnet-5
fahrzeug	das Fahrzeug	b1	차량, 탈것		claude-sonnet-5
fair	fair	b1	공정한		claude-sonnet-5
faktor	der Faktor	b1	요인, 지수		claude-sonnet-5
fall	der Fall	b1	경우, 사건		claude-sonnet-5
faschierte	das Faschierte	b1	다진 고기	오스트리아식 표현	claude-sonnet-5
fasching	der Fasching	b1	사육제, 카니발	남독·오스트리아	claude-sonnet-5
fasnacht	die Fasnacht	b1	사육제, 카니발	스위스·남서독일	claude-sonnet-5
fassen	fassen	b1	잡다, 붙잡다, (결심을) 하다	관용구: 결심하다	claude-sonnet-5
faellig	fällig	b1	만기가 된, 지불해야 할		claude-sonnet-5
falls	falls	b1	만약 ~라면		claude-sonnet-5
faulenzen	faulenzen	b1	빈둥거리다, 게으름 피우다		claude-sonnet-5
fauteuil	der Fauteuil	b1	안락의자	오스트리아·스위스	claude-sonnet-5
fangen	fangen	b1	잡다, 붙잡다		claude-sonnet-5
fantasie	die Fantasie	b1	상상력, 공상		claude-sonnet-5
feierabend	der Feierabend	b1	퇴근, 일과 후 시간		claude-sonnet-5
feiertag	der Feiertag	b1	공휴일		claude-sonnet-5
feld	das Feld	b1	밭, 들판		claude-sonnet-5
fernbedienung	die Fernbedienung	b1	리모컨		claude-sonnet-5
fett-2	das Fett	b1	지방		claude-sonnet-5
feucht	feucht	b1	축축한, 습한		claude-sonnet-5
feuerzeug	das Feuerzeug	b1	라이터		claude-sonnet-5
feuerwehr	die Feuerwehr	b1	소방서, 소방대		claude-sonnet-5
figur	die Figur	b1	몸매, 체형, (게임) 말		claude-sonnet-5
finanzieren	finanzieren	b1	자금을 대다, 융자하다		claude-sonnet-5
finanziell	finanziell	b1	재정적인, 금전적인		claude-sonnet-5
festplatte	die Festplatte	b1	하드디스크		claude-sonnet-5
gar	gar	b1	익은, 다 된	gar nicht=전혀 ~않다	claude-sonnet-5
garantieren	garantieren	b1	보장하다, 보증하다		claude-sonnet-5
garantie	die Garantie	b1	보증, 보증기간		claude-sonnet-5
garderobe	die Garderobe	b1	휴대품 보관소, 겉옷		claude-sonnet-5
gas	das Gas	b1	가스	Gas geben=가속하다	claude-sonnet-5
gasthaus	das Gasthaus	b1	여관, 식당		claude-sonnet-5
gaststaette	die Gaststätte	b1	음식점, 레스토랑		claude-sonnet-5
gebaeude	das Gebäude	b1	건물		claude-sonnet-5
gebaeck	das Gebäck	b1	과자, 구운빵	집합적, 단수만	claude-sonnet-5
gebiet	das Gebiet	b1	지역, 분야		claude-sonnet-5
gebirge	das Gebirge	b1	산맥, 산악지대		claude-sonnet-5
geboren-werden	geboren werden	b1	태어나다	수동태 관용구	claude-sonnet-5
gebrauchen	gebrauchen	b1	사용하다, 쓰다	gebraucht=중고의	claude-sonnet-5
gebrauchsanweisung	die Gebrauchsanweisung	b1	사용설명서		claude-sonnet-5
gebuehr	die Gebühr	b1	요금, 수수료		claude-sonnet-5
geburt	die Geburt	b1	출생, 탄생		claude-sonnet-5
gedicht	das Gedicht	b1	시		claude-sonnet-5
geduld	die Geduld	b1	인내, 참을성		claude-sonnet-5
geeignet	geeignet	b1	적합한, 알맞은		claude-sonnet-5
gefahr	die Gefahr	b1	위험		claude-sonnet-5
sich-etwas-gefallen-lassen	sich etwas gefallen lassen	b1	참다, 감수하다	재귀+4격, 관용구	claude-sonnet-5
gefaengnis	das Gefängnis	b1	감옥, 교도소		claude-sonnet-5
gefuehl	das Gefühl	b1	느낌, 감정		claude-sonnet-5
gegner	der Gegner	b1	상대, 반대자		claude-sonnet-5
geheimnis	das Geheimnis	b1	비밀		claude-sonnet-5
geheim	geheim	b1	비밀의, 은밀한		claude-sonnet-5
gegend	die Gegend	b1	지역, 근처		claude-sonnet-5
gegensatz	der Gegensatz	b1	대조, 반대	im Gegensatz zu=~와 달리	claude-sonnet-5
geldautomat	der Geldautomat	b1	현금인출기		claude-sonnet-5
gegenstand	der Gegenstand	b1	물건, 대상		claude-sonnet-5
gelegenheit	die Gelegenheit	b1	기회		claude-sonnet-5
gelingen	gelingen	b1	성공하다, 잘 되다	3격 주어, sein완료	claude-sonnet-5
gelten	gelten	b1	유효하다, ~로 통하다		claude-sonnet-5
gemeinsam	gemeinsam	b1	함께, 공동의		claude-sonnet-5
gemeinschaft	die Gemeinschaft	b1	공동체, 단체		claude-sonnet-5
gemuetlich	gemütlich	b1	아늑한, 편안한		claude-sonnet-5
genauso	genauso	b1	똑같이, 마찬가지로		claude-sonnet-5
genehmigen	genehmigen	b1	승인하다, 허가하다		claude-sonnet-5
generation	die Generation	b1	세대		claude-sonnet-5
geniessen	genießen	b1	즐기다, 누리다		claude-sonnet-5
genuegen	genügen	b1	충분하다, 족하다	3격 목적어	claude-sonnet-5
gerecht	gerecht	b1	공정한, 공평한		claude-sonnet-5
gering	gering	b1	적은, 미미한		claude-sonnet-5
gesamt	gesamt-/Gesamt-	b1	전체의, 총-	복합어 접두사로도 씀	claude-sonnet-5
geschehen	geschehen	b1	일어나다, 발생하다	Gern geschehen=천만에요	claude-sonnet-5
geschieden	geschieden	b1	이혼한		claude-sonnet-5
geschlecht	das Geschlecht	b1	성, 성별		claude-sonnet-5
geschmack	der Geschmack	b1	맛, 취향		claude-sonnet-5
geschwindigkeit	die Geschwindigkeit	b1	속도		claude-sonnet-5
geschwindigkeitsbeschraenkung	die Geschwindigkeitsbeschränkung	b1	속도 제한		claude-sonnet-5
gesellschaft	die Gesellschaft	b1	사회, 회사, 모임		claude-sonnet-5
gesetz	das Gesetz	b1	법, 법률		claude-sonnet-5
gespannt	gespannt	b1	궁금한, 기대하는		claude-sonnet-5
gewalt	die Gewalt	b1	폭력, 힘		claude-sonnet-5
gewerkschaft	die Gewerkschaft	b1	노동조합		claude-sonnet-5
gewinn	der Gewinn	b1	이익, 당첨금		claude-sonnet-5
gewissen	das Gewissen	b1	양심	schlechtes Gewissen=죄책감	claude-sonnet-5
gewoehnen	gewöhnen	b1	익숙해지다, 적응시키다	재귀동사, an+4격	claude-sonnet-5
gewohnheit	die Gewohnheit	b1	습관		claude-sonnet-5
gewohnt	gewohnt	b1	익숙한		claude-sonnet-5
einnehmen	einnehmen	b1	복용하다, 섭취하다, 차지하다	분리동사	claude-sonnet-5
einnahme	die Einnahme	b1	수입, 매출, 복용		claude-sonnet-5
einrichten	einrichten	b1	꾸미다, 마련하다, 설치하다	분리동사	claude-sonnet-5
einrichtung	die Einrichtung	b1	가구, 시설, 기관		claude-sonnet-5
einsam	einsam	b1	외로운, 쓸쓸한		claude-sonnet-5
einschalten	einschalten	b1	켜다, 작동시키다	분리동사	claude-sonnet-5
einschliesslich	einschließlich	b1	~을 포함하여	2격 지배	claude-sonnet-5
einschreiben	das Einschreiben	b1	등기우편		claude-sonnet-5
einsetzen	einsetzen	b1	투입하다, 배치하다, 힘쓰다	분리·재귀동사	claude-sonnet-5
einstellen	einstellen	b1	고용하다, 조정하다, 맞추다	분리동사	claude-sonnet-5
eintreten	eintreten	b1	가입하다, 들어가다, 발생하다	분리동사, sein완료	claude-sonnet-5
einverstanden	einverstanden	b1	동의하는, 찬성하는	mit + 3격	claude-sonnet-5
einwohner	der Einwohner	b1	주민, 거주자		claude-sonnet-5
einwohnerin	die Einwohnerin	b1	여성 주민, 여성 거주자		claude-sonnet-5
einzahlen	einzahlen	b1	입금하다, 납입하다	분리동사	claude-sonnet-5
einzahlung	die Einzahlung	b1	입금, 납입		claude-sonnet-5
einzeln	einzeln	b1	개별의, 낱개의, 각각의		claude-sonnet-5
einzelheit	die Einzelheit	b1	세부사항, 자세한 내용	주로 복수형	claude-sonnet-5
einzig	einzig-	b1	유일한, 단 하나의	어미변화 필요	claude-sonnet-5
eisenbahn	die Eisenbahn	b1	철도, 기차		claude-sonnet-5
elegant	elegant	b1	우아한, 세련된		claude-sonnet-5
elektrisch	elektrisch	b1	전기의, 전기로 된		claude-sonnet-5
elektronisch	elektronisch	b1	전자의, 전자식의		claude-sonnet-5
empfangen	empfangen	b1	수신하다, 맞이하다, 접견하다		claude-sonnet-5
endgueltig	endgültig	b1	최종적인, 확정적인		claude-sonnet-5
energie	die Energie	b1	에너지, 힘, 기력		claude-sonnet-5
enkel	der Enkel	b1	손자, 손주	손주 통칭	claude-sonnet-5
enkelin	die Enkelin	b1	손녀		claude-sonnet-5
entdecken	entdecken	b1	발견하다, 찾아내다		claude-sonnet-5
entfernen	entfernen	b1	제거하다, 없애다, 떨어져 있다	entfernt=떨어진	claude-sonnet-5
entfernung	die Entfernung	b1	거리		claude-sonnet-5
entgegenkommen	entgegenkommen	b1	마주 오다, 양보하다, 편의를 봐주다	분리동사, 3격	claude-sonnet-5
enthalten	enthalten	b1	포함하다, 함유하다		claude-sonnet-5
entlang	entlang	b1	~을 따라	후치, 4격	claude-sonnet-5
entlassen	entlassen	b1	퇴원시키다, 해고하다, 석방하다		claude-sonnet-5
entlassung	die Entlassung	b1	해고, 퇴원, 석방		claude-sonnet-5
entscheiden	entscheiden	b1	결정하다, 선택하다	sich~=선택하다	claude-sonnet-5
entscheidung	die Entscheidung	b1	결정		claude-sonnet-5
unentschieden	unentschieden	b1	무승부의, 미결정의		claude-sonnet-5
sich-entschliessen	sich entschließen	b1	결심하다, 결정하다	재귀동사	claude-sonnet-5
entsorgen	entsorgen	b1	처리하다, 폐기하다		claude-sonnet-5
entspannend	entspannend	b1	편안한, 느긋한	entspannen 분사	claude-sonnet-5
entstehen	entstehen	b1	생기다, 발생하다, 형성되다	완료형: sein	claude-sonnet-5
enttaeuschen	enttäuschen	b1	실망시키다		claude-sonnet-5
enttaeuschung	die Enttäuschung	b1	실망		claude-sonnet-5
entweder-oder	entweder ... oder	b1	~이든지 ~이든지		claude-sonnet-5
entwickeln	entwickeln	b1	발전하다, 개발하다	재귀동사도 있음	claude-sonnet-5
entwicklung	die Entwicklung	b1	발전, 개발		claude-sonnet-5
erde	die Erde	b1	흙, 땅, 지구		claude-sonnet-5
erdapfel	der Erdapfel	b1	감자	오스트리아어	claude-sonnet-5
ereignis	das Ereignis	b1	사건, 행사		claude-sonnet-5
sich-ereignen	sich ereignen	b1	일어나다, 발생하다	재귀동사	claude-sonnet-5
erfahren	erfahren	b1	알게 되다, 듣다, 경험하다		claude-sonnet-5
erfinden	erfinden	b1	발명하다		claude-sonnet-5
erfindung	die Erfindung	b1	발명, 발명품		claude-sonnet-5
erfolg	der Erfolg	b1	성공		claude-sonnet-5
erfolgreich	erfolgreich	b1	성공적인		claude-sonnet-5
erforderlich	erforderlich	b1	필요한, 요구되는		claude-sonnet-5
erfordern	erfordern	b1	요구하다, 필요로 하다		claude-sonnet-5
erfuellen	erfüllen	b1	이행하다, 충족시키다, 들어주다		claude-sonnet-5
gewoehnlich	gewöhnlich	b1	보통, 대개, 평범한	형용사가 부사로도 쓰임	claude-sonnet-5
gewuerz	das Gewürz	b1	향신료, 양념		claude-sonnet-5
giessen	gießen	b1	물을 주다, 붓다		claude-sonnet-5
gift	das Gift	b1	독	영어 gift와 뜻 다름	claude-sonnet-5
giftig	giftig	b1	독이 있는, 독성의		claude-sonnet-5
glace	die Glace/Glacé	b1	아이스크림	스위스·오스트리아 표현	claude-sonnet-5
glatt	glatt	b1	미끄러운, 매끈한		claude-sonnet-5
gleichfalls	gleichfalls	b1	마찬가지로, 너도	인사 답례 표현	claude-sonnet-5
gleichberechtigt	gleichberechtigt	b1	동등한 권리를 가진, 평등한		claude-sonnet-5
gleichzeitig	gleichzeitig	b1	동시의, 동시에	부사로도 쓰임	claude-sonnet-5
gold	das Gold	b1	금		claude-sonnet-5
golf	Golf	b1	골프		claude-sonnet-5
gott	der Gott	b1	신, 하느님	예문2는 관용구(감사합니다)	claude-sonnet-5
grafik	die Grafik	b1	그래프, 도표		claude-sonnet-5
gras	das Gras	b1	풀, 잔디		claude-sonnet-5
gratulation	die Gratulation	b1	축하		claude-sonnet-5
gratis	gratis	b1	무료로, 공짜로		claude-sonnet-5
greifen	greifen	b1	잡다, 쥐다, 드세요	예문은 zugreifen 관용구	claude-sonnet-5
grenze	die Grenze	b1	국경, 경계		claude-sonnet-5
grillieren	grillieren	b1	그릴에 굽다, 바비큐하다	스위스 표현(=grillen)	claude-sonnet-5
grill	der Grill	b1	그릴, 바비큐 도구		claude-sonnet-5
gruenden	gründen	b1	설립하다, 창립하다		claude-sonnet-5
grund	der Grund	b1	이유, 근거		claude-sonnet-5
gruendlich	gründlich	b1	철저한, 꼼꼼한		claude-sonnet-5
grundstueck	das Grundstück	b1	대지, 부지, 토지		claude-sonnet-5
gruessen	grüßen	b1	인사하다, 안부를 전하다		claude-sonnet-5
gucken	gucken	b1	보다, 살펴보다	구어	claude-sonnet-5
gymnastik	die Gymnastik	b1	체조		claude-sonnet-5
hackfleisch	das Hackfleisch	b1	다진 고기, 간 고기		claude-sonnet-5
hafen	der Hafen	b1	항구		claude-sonnet-5
hageln	hageln	b1	우박이 내리다	비인칭동사(es hagelt)	claude-sonnet-5
halb	halb	b1	반의, 절반의	halb neun=8시 반	claude-sonnet-5
