id	de	level	ko	model
sdc55688475	Meine Hobbys sind Joggen und Schwimmen.	a1	제 취미는 조깅과 수영이에요.	claude-opus-5[1m]
s5d31ffac01	Ich habe keine Zeit mehr für meine Hobbys.	a1	저는 이제 취미를 위한 시간이 없어요.	claude-opus-5[1m]
s7c58b9be29	Der Mount Everest ist 8.880 Meter hoch.	a1	에베레스트산은 높이가 8,880미터예요.	claude-opus-5[1m]
sf33daac364	Der Mount Everest ist circa 8.880 Meter hoch.	a1	에베레스트산은 높이가 약 8,880미터예요.	claude-opus-5[1m]
sb8c5c55fc9	Die Preise in diesem Laden sind sehr hoch.	a1	이 가게의 가격은 아주 비싸요.	claude-opus-5[1m]
s806b02ded3	Der Berg ist fast 3000 m hoch.	a1	그 산은 높이가 거의 3000미터예요.	claude-opus-5[1m]
se66474de01	Das Hotel liegt hoch über dem See.	a1	그 호텔은 호수 위 높은 곳에 있어요.	claude-opus-5[1m]
s57d6080052	Die Benzinpreise sind sehr hoch.	a1	휘발유 가격이 아주 비싸요.	claude-opus-5[1m]
s913c54df4c	Zur dieser Hochzeit kommen mehr als fünfzig Gäste.	a1	이 결혼식에는 손님이 오십 명 넘게 와요.	claude-opus-5[1m]
sec4d99a833	Zu seiner Hochzeit kommen mehr als einhundert Gäste.	a1	그의 결혼식에는 손님이 백 명 넘게 와요.	claude-opus-5[1m]
s7cc3e933f7	Claudia und Peter wollen ihre Hochzeit groß feiern.	a1	클라우디아와 페터는 결혼식을 크게 치르고 싶어 해요.	claude-opus-5[1m]
s8f1f7b7a9f	Zu dieser Hochzeit kommen mehr als fünfzig Gäste.	a1	이 결혼식에는 손님이 오십 명 넘게 와요.	claude-opus-5[1m]
s707ccda042	Ich hole zwei Flaschen Wasser aus der Küche.	a1	부엌에서 물 두 병을 가져올게요.	claude-opus-5[1m]
s6c55a72dde	Soll ich uns etwas zu trinken holen?	a1	제가 마실 것 좀 가져올까요?	claude-opus-5[1m]
s8b24039dc5	Soll ich uns was zu trinken holen?	a1	제가 마실 것 좀 가져올까요?	claude-opus-5[1m]
sf65b0d18c3	Warum haben Sie nicht sofort einen Arzt geholt?	a1	왜 바로 의사를 부르지 않으셨어요?	claude-opus-5[1m]
s06d0399347	Hör mal! Was ist das?	a1	들어 봐! 저게 뭐지?	claude-opus-5[1m]
s0a1c63e7b9	Ich habe das Lied schon mal gehört.	a1	그 노래는 전에 들어 본 적이 있어요.	claude-opus-5[1m]
s899107b651	Ich kann nicht mehr so gut hören.	a1	저는 이제 잘 듣지 못해요.	claude-opus-5[1m]
sdb39d72d61	Ich höre jeden Tag die Nachrichten.	a1	저는 매일 뉴스를 들어요.	claude-opus-5[1m]
s3775d9609a	Dieses Wort habe ich noch nie gehört.	a1	이 단어는 아직 한 번도 들어 본 적이 없어요.	claude-opus-5[1m]
s434b6138ab	Ich habe gehört, dass Herr Müller im Krankenhaus liegt.	a1	뮐러 씨가 병원에 입원해 있다고 들었어요.	claude-opus-5[1m]
s0194797edd	Im Urlaub sind wir in einem Hotel am Meer.	a1	휴가 때 우리는 바닷가 호텔에 있어요.	claude-opus-5[1m]
s3dfaa77c13	Der Hund ist noch jung.	a1	그 개는 아직 어려요.	claude-opus-5[1m]
s6a99907633	Magst du Hunde?	a1	너 개 좋아해?	claude-opus-5[1m]
sef09a20d03	Meine Tochter hat Angst vor Hunden.	a1	제 딸은 개를 무서워해요.	claude-opus-5[1m]
sd77bd62955	Ich habe Hunger! Wann ist das Essen fertig?	a1	배고파요! 식사는 언제 다 되나요?	claude-opus-5[1m]
s201f773024	Ich habe Hunger! Wann können wir endlich essen?	a1	배고파요! 우리 언제쯤 먹을 수 있어요?	claude-opus-5[1m]
s918080eba5	Möchtest du Suppe? – Nein danke, ich habe keinen Hunger.	a1	수프 먹을래? – 아니, 고마워, 배 안 고파.	claude-opus-5[1m]
sfd158c4445	Ich heiße Veronika.	a1	제 이름은 베로니카예요.	claude-opus-5[1m]
sbf18e2c07d	Gib ihr/ihm bitte das Buch.	a1	그녀에게 그 책 좀 줘.	claude-opus-5[1m]
s324799121e	Ruf ihn bitte an.	a1	그에게 전화 좀 해 줘.	claude-opus-5[1m]
sebfa2433ca	Frau Bast kommt immer zu spät.	a1	바스트 씨는 항상 늦게 와요.	claude-opus-5[1m]
s0a7e17bb9e	Mein Kollege liegt immer noch im Krankenhaus.	a1	제 동료는 아직도 병원에 있어요.	claude-opus-5[1m]
s33f047deed	Die Schmerzen werden immer schlimmer.	a1	통증이 점점 더 심해져요.	claude-opus-5[1m]
s14f17c82f4	Ich wohne in Wiesbaden.	a1	저는 비스바덴에 살아요.	claude-opus-5[1m]
s028c01205a	Der Zug kommt in fünf Minuten.	a1	기차는 5분 후에 와요.	claude-opus-5[1m]
sa4f9bc935b	Frau Rausch arbeitet in einem Geschäft.	a1	라우쉬 씨는 어느 가게에서 일해요.	claude-opus-5[1m]
sdc44badbf2	Komm, wir gehen ins Kino.	a1	가자, 우리 영화관에 가자.	claude-opus-5[1m]
sa26f1b9904	Frau Rausch arbeitet im Reisebüro.	a1	라우쉬 씨는 여행사에서 일해요.	claude-opus-5[1m]
s03be58f797	Ich wohne in Frankfurt.	a1	저는 프랑크푸르트에 살아요.	claude-opus-5[1m]
s5d4baf7565	Meine Wohnung ist im dritten Stock.	a1	제 집은 3층에 있어요.	claude-opus-5[1m]
se70930d9ab	Wollen wir heute ins Einkaufszentrum gehen?	a1	오늘 쇼핑센터에 갈까요?	claude-opus-5[1m]
s67a5cb7c18	Rufen Sie bitte in fünf Minuten noch einmal an.	a1	5분 후에 다시 한번 전화해 주세요.	claude-opus-5[1m]
s6ddf9e38b2	Im Mai war ich in Urlaub.	a1	5월에 저는 휴가 중이었어요.	claude-opus-5[1m]
s41b94dd131	Wir sind in einer schwierigen Lage.	a1	우리는 어려운 상황에 있어요.	claude-opus-5[1m]
s50a5ee6aa7	Meine Tochter kommt nächstes Jahr ins Gymnasium.	a1	제 딸은 내년에 김나지움에 들어가요.	claude-opus-5[1m]
s4d6c09a694	Wenn Sie Fragen haben, gehen Sie zur Information.	a1	질문이 있으시면 안내소로 가세요.	claude-opus-5[1m]
sda935d3988	Wir haben hier wichtige Informationen für Sie.	a1	여기 여러분을 위한 중요한 정보가 있어요.	claude-opus-5[1m]
s00b4f22e69	Wir haben hier einige wichtige Informationen für Sie.	a1	여기 여러분을 위한 몇 가지 중요한 정보가 있어요.	claude-opus-5[1m]
s50005d767c	Bitte lesen Sie diese Informationen genau.	a1	이 정보를 꼼꼼히 읽어 주세요.	claude-opus-5[1m]
sa72bd0c258	Unser Deutschkurs ist international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China …	a1	우리 독일어 수업은 국제적이에요. 실바나는 이탈리아에서, 콘치는 스페인에서, 인은 중국에서 왔어요…	claude-opus-5[1m]
sd1c9e00e12	Die Teilnehmenden in unserem Kurs sind ganz international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China …	a1	우리 수업 참가자들은 아주 국제적이에요. 실바나는 이탈리아에서, 콘치는 스페인에서, 인은 중국에서 왔어요…	claude-opus-5[1m]
sbd22587080	Der Professor war international bekannt.	a1	그 교수는 국제적으로 유명했어요.	claude-opus-5[1m]
s9ed0d34412	Das findest du im Internet.	a1	그건 인터넷에서 찾을 수 있어.	claude-opus-5[1m]
s4d0fec5e41	Du kannst im Internet Musik hören oder Spiele spielen.	a1	인터넷에서 음악을 듣거나 게임을 할 수 있어.	claude-opus-5[1m]
s1a6cae6208	Sind Sie Herr Watanabe? – Ja.	a1	와타나베 씨인가요? – 네.	claude-opus-5[1m]
s52133c79d6	Du bist hier in Berlin? Das ist ja toll!	a1	너 여기 베를린에 있어? 정말 멋지다!	claude-opus-5[1m]
sa324708fa2	Sind Sie verheiratet? – Ja.	a1	결혼하셨어요? – 네.	claude-opus-5[1m]
s719f3de81c	Hallo? – Ja, bitte? Wer spricht denn da?	a1	여보세요? – 네, 말씀하세요. 누구세요?	claude-opus-5[1m]
s4c48b8fd0b	Denk bitte daran, die Tür abzuschließen. – Ja, ja, mach´ ich.	a1	문 잠그는 거 잊지 마. – 응, 응, 그럴게.	claude-opus-5[1m]
se2f34eb2d5	Heute Morgen um fünf hat es geschneit. – Ja, wirklich?	a1	오늘 아침 다섯 시에 눈이 왔어요. – 네, 정말요?	claude-opus-5[1m]
sef07f04230	Ich würde ja gern kommen, aber es geht wirklich nicht.	a1	저야 기꺼이 가고 싶지만 정말 안 돼요.	claude-opus-5[1m]
s09006c0bf0	Du weißt ja, dass ich kein Bier trinke. Gib mir bitte einen Tee.	a1	내가 맥주를 안 마시는 거 너도 알잖아. 차 좀 줘.	claude-opus-5[1m]
s9af74f3a19	Jetzt habe ich noch keinen Hunger.	a1	지금은 아직 배가 안 고파요.	claude-opus-5[1m]
s4e5bc4238f	Was für ein Auto haben Sie? – Ich habe keins.	a1	어떤 차를 갖고 계세요? - 저는 없어요.	claude-opus-5[1m]
s2c11208c3a	Kennen Sie diese Frau? – Nein, leider nicht.	a1	이 여자분을 아세요? - 아니요, 아쉽지만 몰라요.	claude-opus-5[1m]
sd385b474dd	Kennen Sie Berlin? – Ja, eine tolle Stadt.	a1	베를린을 아세요? - 네, 멋진 도시죠.	claude-opus-5[1m]
s5dba969f13	Kennen Sie hier in der Nähe ein gemütliches Café?	a1	이 근처에 아늑한 카페를 아세요?	claude-opus-5[1m]
sb638bd57b6	Wir sind neu hier. Wir möchten Sie kennenlernen.	a1	저희는 여기 처음이에요. 당신과 알고 지내고 싶어요.	claude-opus-5[1m]
s0aa1694f2b	Wo habt ihr euch kennengelernt? – Wir haben uns in München kennengelernt.	a1	너희는 어디서 알게 됐어? - 우리는 뮌헨에서 알게 됐어.	claude-opus-5[1m]
s70cc91f958	Wo habt ihr euch kennengelernt?	a1	너희는 어디서 알게 됐어?	claude-opus-5[1m]
s66c94d2fbb	Ich möchte gern reisen und andere Länder kennenlernen.	a1	저는 여행하면서 다른 나라들을 알아 가고 싶어요.	claude-opus-5[1m]
s6fc5f6c51d	Wie viele Kinder haben Sie?	a1	아이가 몇 명이세요?	claude-opus-5[1m]
s1009cef4e2	Mein Bruder hat zwei Kinder.	a1	우리 형은 아이가 둘 있어요.	claude-opus-5[1m]
sbb420ff3c6	Wir haben ein Kind bekommen.	a1	우리는 아이를 낳았어요.	claude-opus-5[1m]
sa9c9dd4059	Die Kinder spielen Fußball.	a1	아이들이 축구를 해요.	claude-opus-5[1m]
s7081926325	Die kleine Laura geht schon in den Kindergarten.	a1	어린 라우라는 벌써 유치원에 다녀요.	claude-opus-5[1m]
sa37a529d5f	Morgens bringe ich meinen Sohn in den Kindergarten.	a1	아침에 저는 아들을 유치원에 데려다줘요.	claude-opus-5[1m]
s5439a296d2	Wir sehen heute Abend im Kino einen schönen Film.	a1	우리는 오늘 저녁에 영화관에서 좋은 영화를 봐요.	claude-opus-5[1m]
sa5fe288ebc	Gehen wir heute Abend zusammen ins Kino?	a1	오늘 저녁에 같이 영화관에 갈까요?	claude-opus-5[1m]
s9468cea1df	Wollen wir ins Kino gehen?	a1	우리 영화관에 갈까요?	claude-opus-5[1m]
sae4db9e4cc	Am Kiosk bekommen Sie Getränke, Zigaretten und Zeitungen.	a1	키오스크에서 음료, 담배, 신문을 살 수 있어요.	claude-opus-5[1m]
s519bf05f71	Zeitungen kannst du am Kiosk kaufen.	a1	신문은 키오스크에서 살 수 있어.	claude-opus-5[1m]
sa9ee0161c0	Zeitungen bekommst du am Kiosk.	a1	신문은 키오스크에서 구할 수 있어.	claude-opus-5[1m]
s3bcb361557	Kommst du mit? – Klar!	a1	같이 갈래? - 물론이지!	claude-opus-5[1m]
s1bf284478c	Ich komme morgen zu deiner Party, das ist doch klar.	a1	내일 네 파티에 갈게, 당연하지.	claude-opus-5[1m]
s1a1d6ee6bc	Sie müssen noch mehr Deutsch lernen. – Ja, das ist mir klar.	a1	독일어를 더 배우셔야 해요. - 네, 저도 알고 있어요.	claude-opus-5[1m]
sb67b17678c	Ich komme zu deinem Geburtstag, das ist doch klar.	a1	네 생일에 갈게, 당연하지.	claude-opus-5[1m]
s7c35bca07a	Leider haben wir bei der Bahn keine klare Auskunft bekommen.	a1	아쉽게도 우리는 철도청에서 명확한 안내를 받지 못했어요.	claude-opus-5[1m]
s30cedf9bbe	In unserer Klasse sind fünfundzwanzig Schüler.	a1	우리 반에는 학생이 스물다섯 명 있어요.	claude-opus-5[1m]
sfca6f6759b	Im Zug fahre ich immer 2. Klasse.	a1	기차에서 저는 항상 2등석으로 가요.	claude-opus-5[1m]
sa3fb63c032	In der Klasse sind 24 Schülerinnen und Schüler.	a1	그 반에는 학생이 24명 있어요.	claude-opus-5[1m]
s1b3b73fe57	Im Herbst komme ich in die 7. Klasse.	a1	가을에 저는 7학년이 돼요.	claude-opus-5[1m]
sb7972ccb62	Einmal nach Frankfurt, 1. Klasse, bitte.	a1	프랑크푸르트행 편도 1등석 한 장 주세요.	claude-opus-5[1m]
s663f6b6c0e	Wo finde ich Kleidung? – Jacken im ersten, Jeans im zweiten Stock.	a1	옷은 어디에 있나요? - 재킷은 2층, 청바지는 3층입니다.	claude-opus-5[1m]
sc8cd530f8e	Wo finde ich Kleidung? – Hosen im ersten, Kleider und Röcke im zweiten Stock.	a1	옷은 어디에 있나요? - 바지는 2층, 원피스와 치마는 3층입니다.	claude-opus-5[1m]
s65467ff074	Hier brauchen Sie auch im Sommer warme Kleidung.	a1	여기서는 여름에도 따뜻한 옷이 필요해요.	claude-opus-5[1m]
s0b7e973b49	Eltville ist eine kleine Stadt am Rhein.	a1	엘트빌레는 라인강가의 작은 도시예요.	claude-opus-5[1m]
s2e33daf39e	Unsere Wohnung ist sehr klein.	a1	우리 집은 아주 작아요.	claude-opus-5[1m]
scc85b639be	Unsere Tochter ist noch klein. Sie ist erst zwei Jahre alt.	a1	우리 딸은 아직 어려요. 이제 두 살이에요.	claude-opus-5[1m]
s6df32a8703	Wir machen am Wochenende einen kleinen Ausflug.	a1	우리는 주말에 짧은 소풍을 가요.	claude-opus-5[1m]
s071a8b84ca	Unsere Wohnung ist klein.	a1	우리 집은 작아요.	claude-opus-5[1m]
s0ca545abc0	Unser Kind ist noch klein.	a1	우리 아이는 아직 어려요.	claude-opus-5[1m]
sfe64de116b	Wir machen am Sonntag einen kleinen Ausflug.	a1	우리는 일요일에 짧은 소풍을 가요.	claude-opus-5[1m]
s06fbb2fc8d	Herr Georgi kann gut kochen.	a1	게오르기 씨는 요리를 잘해요.	claude-opus-5[1m]
sbefd7dcebf	Das Wasser kocht.	a1	물이 끓어요.	claude-opus-5[1m]
sc16cb46730	Ich koche gern.	a1	저는 요리하는 걸 좋아해요.	claude-opus-5[1m]
s27786ad519	Der Reis muss etwa 20 Minuten kochen.	a1	쌀은 약 20분 정도 끓여야 해요.	claude-opus-5[1m]
sab44924281	Ist das Ihr Koffer?	a1	이거 당신 여행 가방인가요?	claude-opus-5[1m]
scbbe57791c	Hast du den Koffer schon gepackt?	a1	여행 가방 벌써 다 쌌어?	claude-opus-5[1m]
s664d2cd227	Ich habe den Koffer schon gepackt.	a1	저는 여행 가방을 벌써 다 쌌어요.	claude-opus-5[1m]
s34afee7539	Wie heißt die neue Kollegin?	a1	새 여자 동료 이름이 뭐예요?	claude-opus-5[1m]
scccd5ad4e4	Ich habe guten Kontakt zu meinen Kollegen.	a1	저는 동료들과 사이가 좋아요.	claude-opus-5[1m]
s8c4d54de13	Mein neuer Kollege ist sehr nett.	a1	제 새 동료는 아주 친절해요.	claude-opus-5[1m]
s82adc53451	Woher kommen Sie? – Aus Frankreich.	a1	어디서 오셨어요? - 프랑스에서요.	claude-opus-5[1m]
scecb88cb00	Kommst du mit ins Schwimmbad?	a1	수영장에 같이 갈래?	claude-opus-5[1m]
se00223a808	Er wird bald kommen.	a1	그는 곧 올 거예요.	claude-opus-5[1m]
s2f34407dfd	Wir gehen heute Abend ins Konzert. Kommen Sie auch?	a1	우리는 오늘 저녁에 콘서트에 가요. 당신도 오실래요?	claude-opus-5[1m]
s29f74dd21b	Kommen Sie doch mal wieder zu uns.	a1	언제 또 저희 집에 오세요.	claude-opus-5[1m]
scf11a73e21	Wenn Sie mal nach Köln kommen, besuchen Sie uns.	a1	쾰른에 오시면 저희를 방문해 주세요.	claude-opus-5[1m]
s2172bf44be	Steffi kommt im Herbst in die Schule.	a1	슈테피는 가을에 학교에 들어가요.	claude-opus-5[1m]
s167d22c67a	Die Straßenbahn muss gleich kommen.	a1	전차가 곧 올 거예요.	claude-opus-5[1m]
s0a4a936806	Wer kommt als Nächster dran?	a1	다음은 누구 차례예요?	claude-opus-5[1m]
s11e71390e1	Du bist hier in Berlin? – Das ist ja eine Überraschung.	a1	너 여기 베를린에 있어? – 정말 놀랍네요.	claude-opus-5[1m]
sd68d587273	Steige bitte ja nicht auf den Stuhl!	a1	제발 의자 위에 올라가지 마!	claude-opus-5[1m]
sb741a66a41	Zieh dir eine Jacke an. Es ist kalt.	a1	재킷 입어. 추워.	claude-opus-5[1m]
s3637638490	Blumen kannst du in jedem Bahnhof kaufen.	a1	꽃은 어느 기차역에서나 살 수 있어.	claude-opus-5[1m]
s46ae15c868	Jetzt machen wir eine Pause.	a1	이제 쉬는 시간을 가져요.	claude-opus-5[1m]
s02daa2a177	Ich muss jetzt gehen.	a1	저는 이제 가야 해요.	claude-opus-5[1m]
s5a5e0f6029	Bis jetzt hat alles gut geklappt.	a1	지금까지는 모두 잘 됐어요.	claude-opus-5[1m]
s13f1ee505d	Ab jetzt werde ich wieder öfter ins Fitness-Studio gehen.	a1	이제부터 저는 헬스장에 더 자주 갈 거예요.	claude-opus-5[1m]
s32f8430128	Ich habe jetzt schon dreimal bei meinem Bruder angerufen. Aber er ist nie da.	a1	저는 지금까지 형에게 세 번이나 전화했어요. 그런데 형은 늘 없어요.	claude-opus-5[1m]
s8f06ee88c4	Über viele Dinge denke ich jetzt anders als früher.	a1	많은 것에 대해 저는 예전과 다르게 생각해요.	claude-opus-5[1m]
s0cc7647906	Jenny hat einen neuen Job bei der Post.	a1	예니는 우체국에서 새 일자리를 얻었어요.	claude-opus-5[1m]
seeb0e66f4c	Ich suche noch einen Ferienjob.	a1	저는 아직 방학 아르바이트를 찾고 있어요.	claude-opus-5[1m]
sbc853be840	Viele Jugendliche kaufen gern ein.	a1	많은 청소년들이 쇼핑을 좋아해요.	claude-opus-5[1m]
s186ce7fa45	Die Jugendlichen gehen gerne in die Disco.	a1	그 청소년들은 클럽에 가는 걸 좋아해요.	claude-opus-5[1m]
s06b089ab33	Der Eintritt ist für Kinder und Jugendliche bis 16 Jahre frei.	a1	16세까지의 어린이와 청소년은 입장이 무료예요.	claude-opus-5[1m]
s022b706b5c	Claudia ist 21. – Was? Noch so jung?	a1	클라우디아는 21살이에요. – 뭐라고요? 그렇게 젊어요?	claude-opus-5[1m]
s0fc90beb93	Bei uns im Haus wohnen viele junge Leute.	a1	우리 건물에는 젊은 사람들이 많이 살아요.	claude-opus-5[1m]
s621b42810b	Mein Bruder ist fünf Jahre jünger als ich.	a1	제 남동생은 저보다 다섯 살 어려요.	claude-opus-5[1m]
s6f6837ab84	Für diesen Film bist du noch zu jung.	a1	이 영화를 보기엔 너는 아직 너무 어려.	claude-opus-5[1m]
sb7f2c69613	Meine Mutter ist jung geblieben.	a1	저희 어머니는 젊음을 유지하셨어요.	claude-opus-5[1m]
s5ba98052e3	Ich habe sehr jung geheiratet.	a1	저는 아주 젊을 때 결혼했어요.	claude-opus-5[1m]
sb9fbdf60a1	Mein Bruder ist zehn Jahre jünger als ich.	a1	제 남동생은 저보다 열 살 어려요.	claude-opus-5[1m]
s411b3ba75d	Ich bin in unserer Familie die Jüngste.	a1	저는 우리 가족 중에서 막내예요.	claude-opus-5[1m]
s5b26d8c948	Ich habe zwei Kinder. Einen Jungen und ein Mädchen.	a1	저는 아이가 둘 있어요. 남자아이 하나와 여자아이 하나요.	claude-opus-5[1m]
s33858521e8	In der Klasse von meiner Tochter sind 13 Jungen und 15 Mädchen.	a1	제 딸의 반에는 남자아이 13명과 여자아이 15명이 있어요.	claude-opus-5[1m]
s63c56a9d5e	In der Schulklasse sind 15 Jungen und 10 Mädchen.	a1	그 학급에는 남자아이 15명과 여자아이 10명이 있어요.	claude-opus-5[1m]
s6964955243	Zum Frühstück trinke ich immer Kaffee.	a1	저는 아침 식사로 항상 커피를 마셔요.	claude-opus-5[1m]
s10b0769cef	Einen Kaffee, bitte.	a1	커피 한 잔 주세요.	claude-opus-5[1m]
s13d841a77b	Bring bitte noch eine Packung Kaffee mit.	a1	커피 한 봉지 더 사 와.	claude-opus-5[1m]
s0fdfce3cf0	Zum Frühstück trinke ich gerne Kaffee.	a1	저는 아침 식사로 커피를 즐겨 마셔요.	claude-opus-5[1m]
sf0572a504f	Wir sind bei Müllers zum Kaffee eingeladen.	a1	우리는 뮐러 씨 댁에 커피 초대를 받았어요.	claude-opus-5[1m]
saa753144f1	Das Glas war teuer. Es geht sehr leicht kaputt.	a1	그 유리잔은 비쌌어요. 아주 쉽게 깨져요.	claude-opus-5[1m]
s3709cd494f	Unsere Waschmaschine ist kaputt.	a1	우리 세탁기가 고장 났어요.	claude-opus-5[1m]
s078d09820a	Ich bin noch ganz kaputt von der Reise.	a1	저는 아직 여행 때문에 완전히 지쳐 있어요.	claude-opus-5[1m]
sc20ac0abcf	Ich schreibe meinen Bekannten eine Karte aus dem Urlaub.	a1	저는 휴가지에서 지인들에게 엽서를 써요.	claude-opus-5[1m]
sec8e87d063	Wollen wir Karten spielen?	a1	우리 카드 게임 할까요?	claude-opus-5[1m]
s9212fcaa3e	Ich möchte auch etwas essen. Bringen Sie mir die Karte, bitte.	a1	저도 뭔가 먹고 싶어요. 메뉴판 좀 갖다주세요.	claude-opus-5[1m]
s5ea7aa9c15	Du musst noch die Karten für das Konzert abholen, vergiss das bitte nicht!	a1	너 아직 콘서트 표를 찾아와야 해, 잊지 마!	claude-opus-5[1m]
sc57479c964	Die Karte, bitte! Ich möchte etwas bestellen.	a1	메뉴판 주세요! 뭘 좀 주문하고 싶어요.	claude-opus-5[1m]
s24dd69525b	Kann ich auch mit Karte (be-)zahlen?	a1	카드로도 결제할 수 있나요?	claude-opus-5[1m]
safe3219cb3	Schreibst du mir eine Karte aus dem Urlaub?	a1	휴가지에서 나한테 엽서 써 줄래?	claude-opus-5[1m]
se05532055f	Diese Karte gilt nur für die 2. Klasse.	a1	이 표는 2등석에만 유효해요.	claude-opus-5[1m]
se3128f1f05	Hast du schon die Karten für das Konzert abgeholt?	a1	콘서트 표는 벌써 찾아왔어?	claude-opus-5[1m]
s4c11a1cca4	Haben Sie eine Karte von Norddeutschland?	a1	북독일 지도 있으세요?	claude-opus-5[1m]
s55d5516788	Herr Ober, bitte die Speisekarte.	a1	웨이터, 메뉴판 주세요.	claude-opus-5[1m]
se1e361dedc	Spielen Sie Karten?	a1	카드 게임 하세요?	claude-opus-5[1m]
s26f91fc171	Kann ich auch mit Karte (be-) zahlen?	a1	카드로도 결제할 수 있나요?	claude-opus-5[1m]
s10c8283ee6	Für Pommes frites braucht man Kartoffeln.	a1	감자튀김에는 감자가 필요해요.	claude-opus-5[1m]
s08b0230b3e	Kann ich bitte noch Kartoffeln bekommen?	a1	감자를 조금 더 받을 수 있을까요?	claude-opus-5[1m]
s6e94648511	Zahlen Sie bitte an der Kasse.	a1	계산대에서 결제해 주세요.	claude-opus-5[1m]
s49ed653c2c	Tim kauft sich ein neues Auto.	a1	팀은 새 차를 사요.	claude-opus-5[1m]
s44bb80468b	Das Kaufhaus ist sehr groß.	a1	그 백화점은 아주 커요.	claude-opus-5[1m]
s6b2f8f18aa	Im Supermarkt kauft man sehr günstig ein.	a1	슈퍼마켓에서는 아주 저렴하게 장을 봐요.	claude-opus-5[1m]
se9f53e19be	Ich habe mir einen Pullover gekauft.	a1	저는 스웨터를 하나 샀어요.	claude-opus-5[1m]
sec7e50e26c	Es gibt keine Eintrittskarten mehr.	a1	입장권이 더 이상 없어요.	claude-opus-5[1m]
sa52f2e3c70	Hast du keinen Hunger?	a1	너 배 안 고파?	claude-opus-5[1m]
s3891b1589d	Ich habe heute leider keine Zeit.	a1	저는 오늘 유감스럽게도 시간이 없어요.	claude-opus-5[1m]
s6768cf4277	Ich spreche leider kein Chinesisch.	a1	저는 유감스럽게도 중국어를 못해요.	claude-opus-5[1m]
s365d637ba9	Ich habe keine Kinder.	a1	저는 아이가 없어요.	claude-opus-5[1m]
s72d9fa2aee	Ich habe leider heute keine Zeit.	a1	저는 유감스럽게도 오늘 시간이 없어요.	claude-opus-5[1m]
sad8c3b6c12	Die Handtücher kommen in den Schrank.	a1	수건은 장에 넣어요.	claude-opus-5[1m]
sbeca413910	Wie sind Sie denn auf diese Idee gekommen?	a1	어떻게 그런 생각을 하셨어요?	claude-opus-5[1m]
s557e7e3689	Ich kann Deutsch und Russisch.	a1	저는 독일어와 러시아어를 할 수 있어요.	claude-opus-5[1m]
sab824825f9	Können Sie mir helfen?	a1	저를 도와주실 수 있어요?	claude-opus-5[1m]
sf83d5de29f	Ich kann Deutsch und Russisch. Aber Englisch kann ich nicht.	a1	저는 독일어와 러시아어를 할 수 있어요. 하지만 영어는 못해요.	claude-opus-5[1m]
s3feea4893a	Du kannst durch den Park laufen, das ist am schnellsten.	a1	공원을 가로질러 걸어가면 돼, 그게 제일 빨라.	claude-opus-5[1m]
s50a4bfcdb3	Kann ich jetzt nach Hause gehen?	a1	이제 집에 가도 될까요?	claude-opus-5[1m]
sb58c610f3b	Sie können mit dem Bus an den Bahnhof fahren.	a1	버스를 타고 역까지 가실 수 있어요.	claude-opus-5[1m]
s19b119bf85	Das Geld überweisen wir am ersten März auf Ihr Konto.	a1	돈은 3월 1일에 당신 계좌로 이체해 드려요.	claude-opus-5[1m]
s3400b7305f	Ich möchte ein Konto eröffnen.	a1	계좌를 개설하고 싶어요.	claude-opus-5[1m]
s572089034b	Das Geld überweisen wir am 1. März auf Ihr Konto.	a1	돈은 3월 1일에 당신 계좌로 이체해 드려요.	claude-opus-5[1m]
s99c2fb231d	Mein Kopf tut weh!	a1	머리가 아파요!	claude-opus-5[1m]
s0b8585afce	Ich habe Kopfschmerzen.	a1	저는 두통이 있어요.	claude-opus-5[1m]
s57ac245589	Michael kann gut im Kopf rechnen.	a1	미하엘은 암산을 잘해요.	claude-opus-5[1m]
s92a18efb03	Wie viel kostet das? – 10 Euro.	a1	이거 얼마예요? – 10유로요.	claude-opus-5[1m]
sdbcd937d10	Wie viel kostet das Buch? – 20 Euro.	a1	그 책은 얼마예요? – 20유로요.	claude-opus-5[1m]
s4e54658d5d	Wie viel kostet das T-Shirt? – 15 Euro.	a1	그 티셔츠는 얼마예요? – 15유로요.	claude-opus-5[1m]
sa74956bab9	Eine Wohnung zu finden, kostet viel Zeit.	a1	집을 구하는 건 시간이 많이 들어요.	claude-opus-5[1m]
sd0a32fc69e	Ich kann heute nicht zur Arbeit kommen, ich bin krank und liege im Bett.	a1	오늘 일하러 갈 수 없어요, 아파서 침대에 누워 있어요.	claude-opus-5[1m]
sadac9b97d9	Ich war zwei Wochen krank.	a1	저는 2주 동안 아팠어요.	claude-opus-5[1m]
sf4dab56041	Ich muss mich um meine kranke Großmutter kümmern.	a1	저는 아픈 할머니를 돌봐야 해요.	claude-opus-5[1m]
s0f465666b1	Ich kriege 15 Euro in der Stunde für meine Arbeit.	a1	저는 일한 대가로 시간당 15유로를 받아요.	claude-opus-5[1m]
se291e9e8b2	Ich kriege 15 Euro pro Stunde für meinen Job.	a1	저는 일자리에서 시간당 15유로를 받아요.	claude-opus-5[1m]
