# 문맥 주석이 없거나 사람이 먼저 확인할 예문. 고친 값은 gloss_overrides.jsonl에 같은 id로 적는다.
id	level	de	ko	reasons
sce500761d7	a2	Wollen wir mit dem Nachtisch noch etwas warten?	후식은 조금 더 기다렸다가 먹을까요?	no_gloss
s8700483342	a2	So etwas habe ich noch nie gehört.	그런 말은 한 번도 들어 본 적이 없어요.	no_gloss
s277ee728b4	a2	Ich habe etwas Gutes für dich gekocht.	너를 위해 맛있는 걸 요리했어.	no_gloss
sc4e6d4caf5	a2	Welches Fach magst du in der Schule am liebsten?	학교에서 무슨 과목을 제일 좋아해?	no_gloss
sd3c4b02955	a2	Die Handtücher sind im obersten Fach links.	수건은 맨 위 왼쪽 칸에 있어요.	no_gloss
s1e35e50563	a2	Achtung an Gleis 17! Der Zug München - Paris fährt jetzt ab.	17번 승강장에 안내드립니다! 뮌헨발 파리행 열차가 지금 출발합니다.	no_gloss
sc630bd174b	a2	Der Zug ist schon abgefahren.	기차는 이미 출발했어요.	no_gloss
s2c37a262cf	a2	Ist das der neue Fahrplan?	이게 새 시간표예요?	no_gloss
s88b9aad9c3	a2	Der Fahrplan hat sich geändert.	시간표가 바뀌었어요.	no_gloss
s8360bca3d9	a2	Haben Sie schon den neuen Sommerfahrplan?	새 여름 시간표를 벌써 받으셨어요?	no_gloss
s4229152745	a2	Pass auf, das Glas fällt gleich vom Tisch.	조심해, 유리잔이 곧 탁자에서 떨어지겠어.	no_gloss
s92a4d3809e	a2	Das Glas ist auf den Boden gefallen.	유리잔이 바닥에 떨어졌어요.	no_gloss
s19f80f0263	a2	In den Bergen ist schon Schnee gefallen.	산에는 벌써 눈이 내렸어요.	no_gloss
s23eb79f3af	a2	Die Temperatur ist ganz plötzlich unter null gefallen.	기온이 갑자기 영하로 떨어졌어요.	no_gloss
s725c6ca1ab	a2	Das Glas ist vom Tisch gefallen.	유리잔이 탁자에서 떨어졌어요.	no_gloss
s2b7e50a316	a2	Er ist ein großer Fußballfan.	그는 열렬한 축구 팬이에요.	no_gloss
se8bdcb7f87	a2	Bella ist ein Fan von Rammstein.	벨라는 람슈타인의 팬이에요.	no_gloss
sc3dbeacefd	a2	Dein neues Kleid sieht fantastisch aus!	네 새 원피스 정말 멋져!	no_gloss
s069fbc9b53	a2	Das Buch ist fantastisch. Du musst es unbedingt lesen!	그 책은 정말 훌륭해. 꼭 읽어야 해!	no_gloss
s931e885706	a2	Die Aussicht ist fantastisch!	전망이 정말 멋져요!	no_gloss
s4ac12d8c4c	a2	Der Film ist fast zu Ende.	영화가 거의 끝나 가요.	no_gloss
s4591beaf71	a2	Ich habe fast alles verstanden.	거의 다 이해했어요.	no_gloss
s4314757e34	a2	Das Konzert ist fast zu Ende.	공연이 거의 끝나 가요.	no_gloss
sfd85339ea6	a2	Heute sind wir faul: Wir machen keine Hausaufgaben und arbeiten nicht.	오늘은 게으름을 피워요. 숙제도 하지 않고 일도 하지 않아요.	no_gloss
s98902267cd	a2	Mein Sohn war am Anfang in der Schule sehr faul. Heute lernt er sehr fleißig.	제 아들은 처음에는 학교에서 아주 게을렀어요. 지금은 아주 열심히 공부해요.	no_gloss
s6040066406	a2	Den Apfel kannst du nicht mehr essen. Er ist faul.	그 사과는 이제 먹으면 안 돼. 썩었어.	no_gloss
s69f77eb6a2	a2	Wann hast du Feierabend?	너 언제 퇴근해?	no_gloss
s473f270226	a2	Am ersten Mai ist ein Feiertag.	5월 1일은 공휴일이에요.	no_gloss
s6f3b575287	a2	Es war eine schöne Feier.	즐거운 축하 행사였어요.	no_gloss
s4bd742e6db	a2	Darf ich einen Moment das Fenster aufmachen?	잠깐 창문을 열어도 될까요?	no_gloss
saf3c591ff8	a2	Bald haben wir Ferien.	곧 방학이에요.	no_gloss
scaf773f762	a2	Fährst du in den Ferien weg oder bleibst du zu Hause?	방학에 어디로 떠날 거야, 아니면 집에 있을 거야?	no_gloss
se09a12b901	a2	Ich habe noch drei Tage Ferien.	휴가가 아직 사흘 남았어요.	no_gloss
s49cc16c889	a2	Der Fernseher ist kaputt.	텔레비전이 고장 났어요.	no_gloss
s3085db0484	a2	Der Fernseher ist schon wieder kaputt.	텔레비전이 또 고장 났어요.	no_gloss
s810aea9956	a2	Das Essen ist gleich fertig. Kommst du?	음식이 곧 다 돼. 올 거야?	no_gloss
s93f7e17875	a2	Wir müssen gleich gehen. Bist du fertig?	우리 곧 가야 해. 준비됐어?	no_gloss
sb2d7124404	a2	Frohes Fest!	즐거운 명절 보내세요!	no_gloss
s00b8f9b23a	a2	Am Wochenende feiern wir ein Fest. Meine Tochter hat Geburtstag.	주말에 파티를 열어요. 제 딸의 생일이에요.	no_gloss
s893695974b	a2	Wenn ich 18 werde, feiern wir ein großes Fest.	제가 18살이 되면 큰 파티를 열 거예요.	no_gloss
s6b70f4533b	a2	Am Wochenende ist in der Stadt ein Musik-Festival.	주말에 시내에서 음악 축제가 열려요.	no_gloss
s1d62f67c54	a2	Die Wurst ist mir zu fett.	이 소시지는 저한테 너무 기름져요.	no_gloss
s47a4019d4c	a2	Das ist aber eine fette Katze!	정말 뚱뚱한 고양이네요!	no_gloss
se6d4b26c06	a2	Tom will fit sein. Er geht jeden Tag ins Fitnessstudio.	톰은 건강한 몸을 만들고 싶어 해요. 매일 헬스장에 가요.	no_gloss
s5134104446	a2	war fit	건강했어요.	no_gloss
s78bcf2efd8	a2	Ibrahim ist sehr fleißig. Er macht immer seine Hausaufgaben.	이브라힘은 아주 부지런해요. 항상 숙제를 해요.	no_gloss
sa168291c0d	a2	Pamela ist wirklich fleißig. Sie macht immer ihre Hausaufgaben.	파멜라는 정말 부지런해요. 항상 숙제를 해요.	no_gloss
s417a9c0e08	a2	Ich gehe gern auf den Flohmarkt.	저는 벼룩시장에 가는 걸 좋아해요.	no_gloss
sa27bfdb017	a2	Diesen Hut habe ich auf dem Flohmarkt gekauft.	이 모자는 벼룩시장에서 샀어요.	no_gloss
s3209e8c905	a2	Diesen Hut habe ich am Flohmarkt gekauft.	이 모자는 벼룩시장에서 샀어요.	no_gloss
sb7402e2301	a2	Ich möchte einen Flug nach Kanada buchen.	캐나다행 비행기를 예약하고 싶어요.	no_gloss
s1431d18226	a2	Der Flug LH123 von München nach Frankfurt ist um 21:00 Uhr.	뮌헨에서 프랑크푸르트로 가는 LH123편은 21시예요.	no_gloss
s47f97deb8f	a2	Ich habe den Flug für Sie gebucht.	비행기를 예약해 드렸어요.	no_gloss
s6a382cb2c8	a2	Der Rhein ist ein großer Fluss.	라인강은 큰 강이에요.	no_gloss
s50e3ef6af8	a2	Wie heißt dieser Fluss?	이 강의 이름은 뭐예요?	no_gloss
se94014c507	a2	Ich möchte mir einen Fotoapparat kaufen.	카메라를 사고 싶어요.	no_gloss
sb8f7037e04	a2	Ich fotografiere gern.	저는 사진 찍는 걸 좋아해요.	no_gloss
sea949e9096	a2	hat fotografiert	사진을 찍었어요.	no_gloss
s4fa4790e25	a2	Manchmal bleibe ich freiwillig länger im Büro.	가끔 자진해서 사무실에 더 오래 남아 있어요.	no_gloss
se41ef9d7fe	a2	Wie fühlen Sie sich?	기분이 어떠세요?	no_gloss
sa965a4d166	a2	Ich fühle mich heute nicht gut.	오늘은 몸이 안 좋아요.	no_gloss
s8323a0647f	a2	Wie fühlen Sie sich? - Danke, ich fühle mich wohl.	기분이 어떠세요? - 고마워요, 기분이 좋아요.	no_gloss
s1fc1645c2d	a2	Fühl mal, ob das Wasser nicht zu heiß ist.	물이 너무 뜨겁지 않은지 한번 만져 봐.	no_gloss
sd9dedce7fd	a2	Hast du den Führerschein?	운전면허증 있어?	no_gloss
sa12eaca036	a2	Sie hat die Führerscheinprüfung bestanden.	그녀는 운전면허 시험에 합격했어요.	no_gloss
s2a981436e5	a2	Hast du einen Führerschein?	운전면허증 있어?	no_gloss
s88b38afa4a	a2	Ich habe vor einem halben Jahr den Führerschein gemacht.	저는 반년 전에 운전면허를 땄어요.	no_gloss
s57eac98a18	a2	Haben Sie meinen Schirm gefunden?	제 우산을 찾으셨어요?	no_gloss
s78923e3705	a2	Sie können dort bei den Fundsachen schauen.	저기 분실물 보관소에서 찾아보세요.	no_gloss
sa05308d090	a2	Er hat furchtbare Schmerzen.	그는 통증이 아주 심해요.	no_gloss
s041d92c1e2	a2	Die Hose sieht ja furchtbar aus. So kannst du nicht zur Arbeit gehen!	그 바지는 정말 끔찍해 보여. 그렇게 입고 출근하면 안 돼!	no_gloss
s138391e6be	a2	Dennis hat furchtbare Schmerzen.	데니스는 통증이 아주 심해요.	no_gloss
s9162e66e43	a2	Das war mir furchtbar unangenehm.	저는 그게 몹시 난처했어요.	no_gloss
s65896ef0cb	a2	Das ist meine Freundin Susanne.	이쪽은 제 친구 수잔네예요.	no_gloss
s6ad366f0f0	a2	Er ist immer sehr freundlich zu mir.	그는 항상 저에게 아주 친절해요.	no_gloss
s31abd4e3c2	a2	Er hat uns sehr freundlich begrüßt.	그는 우리에게 아주 친절하게 인사했어요.	no_gloss
sbf2b4e2c3b	a2	Der Mann ist sehr freundlich zu mir.	그 남자는 저에게 아주 친절해요.	no_gloss
s13adc34cb7	a2	Das Brot ist noch ganz frisch.	빵이 아직 아주 신선해요.	no_gloss
s93ad4892f0	a2	Ich habe es gerade gekauft.	방금 샀어요.	no_gloss
s65c3040aef	a2	Die Handtücher sind frisch gewaschen.	수건은 갓 세탁했어요.	no_gloss
saedaa9970f	a2	Ich muss mal an die frische Luft.	신선한 공기를 좀 쐬어야겠어요.	no_gloss
s1dfbfb6022	a2	Ich bin froh, dass du kommen kannst.	네가 올 수 있어서 기뻐.	no_gloss
s395e75b8fa	a2	Ich bin froh, dass alles so gut geklappt hat.	모든 일이 아주 잘되어서 기뻐요.	no_gloss
s63b3c10506	a2	Geht es auch später? Sechs Uhr ist mir zu früh.	더 늦게도 괜찮아요? 6시는 저한테 너무 일러요.	no_gloss
s4e8ea72750	a2	Ich muss morgen sehr früh aufstehen.	내일 아주 일찍 일어나야 해요.	no_gloss
sadcc4d85d5	a2	Hier ist schon am frühen Morgen starker Verkehr.	여기는 이른 아침부터 교통량이 많아요.	no_gloss
s4961a0c437	a2	Mein Vater arbeitet von früh bis spät.	아버지는 아침 일찍부터 밤늦게까지 일하세요.	no_gloss
s69333de187	a2	Ich bin heute sehr früh aufgestanden.	오늘 아주 일찍 일어났어요.	no_gloss
sfe3dd4a302	a2	Wir sind eine halbe Stunde zu früh gekommen.	우리는 30분 일찍 왔어요.	no_gloss
sb41656dd3a	a2	Wecken Sie mich bitte morgen früh um 6 Uhr.	내일 아침 6시에 깨워 주세요.	no_gloss
sa31a8b63ad	a2	Kann ich bitte eine Gabel haben?	포크 하나 주시겠어요?	no_gloss
s9e393a58f4	a2	Wir brauchen bitte noch eine Gabel.	포크 하나 더 주세요.	no_gloss
s6f4782b59b	a2	Oh nein! Was ist passiert? Ist deine Brille jetzt kaputt? - Nein, zum Glück ist sie noch ganz!	오, 이런! 무슨 일이야? 안경이 이제 깨졌어? - 아니, 다행히 아직 멀쩡해!	no_gloss
s7066e309e3	a2	Morgen haben wir den ganzen Tag Schule.	내일은 하루 종일 수업이 있어요.	no_gloss
s700b1d2193	a2	Ich bin ganz sicher, dass dein Termin am Montag ist.	네 약속이 월요일인 게 틀림없어.	no_gloss
s9fd01f42c1	a2	Ich finde Lara ganz nett.	라라는 꽤 괜찮은 것 같아요.	no_gloss
sff47088ad8	a2	Oh, ich habe meinen Zahnarzttermin ganz vergessen.	아, 치과 예약을 완전히 잊었어요.	no_gloss
s3fa9e854cb	a2	Ich habe den ganzen Tag noch nichts gegessen.	오늘 하루 종일 아직 아무것도 먹지 않았어요.	no_gloss
s36b099dd40	a2	Den Zahnarzttermin habe ich ganz vergessen.	치과 예약을 완전히 잊었어요.	no_gloss
s931d8c1640	a2	Ich finde Janis ganz nett.	야니스는 꽤 괜찮은 것 같아요.	no_gloss
sa380bd22aa	a2	Am Montag ist hier Ruhetag. Das weiß ich ganz sicher.	여기는 월요일이 휴무예요. 그건 확실히 알아요.	no_gloss
s920584cb7d	a2	Gott sei Dank ist meine Brille noch ganz.	다행히 제 안경은 아직 멀쩡해요.	no_gloss
s8b0ae88f30	a2	Hier ist eine Garage für dein Auto.	여기 네 차를 위한 차고가 있어.	no_gloss
scf5f8b8ae2	a2	Hier ist eine Garage zu vermieten.	여기 임대하는 차고가 있어요.	no_gloss
sdc73aab6eb	a2	Bitte tragen Sie Ihren Geburtsort noch ein.	출생지도 적어 주세요.	no_gloss
se880634f86	a2	Sehr geehrte Damen und Herren, …	관계자 여러분께, …	no_gloss
s3fe75dea5e	a2	Du darfst nicht bei Rot über die Straße gehen. Das ist gefährlich.	빨간불일 때 길을 건너면 안 돼. 위험해.	no_gloss
s4c3933f950	a2	Achtung, hier ist eine gefährliche Kurve!	조심하세요, 여기는 위험한 커브예요!	no_gloss
s40b49d538a	a2	Das Gegenteil von klein ist „groß“.	‘작다’의 반대말은 ‘크다’예요.	no_gloss
see33328b9d	a2	Sie ist das genaue Gegenteil von ihrem Bruder.	그녀는 형과는 정반대예요.	no_gloss
sac99c10cce	a2	Du bist sicher müde. – Nein, ganz im Gegenteil!	분명 피곤하겠네. – 아니, 정반대야!	no_gloss
s35042a70fd	a2	Die Post ist gegenüber vom Bahnhof.	우체국은 기차역 맞은편에 있어요.	no_gloss
s76192157ed	a2	Die Hausnummer 84 ist gleich gegenüber.	84번지는 바로 맞은편에 있어요.	no_gloss
s86c5af6878	a2	Das Geschäft liegt direkt gegenüber der Post.	가게는 우체국 바로 맞은편에 있어요.	no_gloss
sb3486be85c	a2	Dem Gast gegenüber ist das Rauchen nicht höflich.	손님 앞에서 담배를 피우는 것은 예의가 아니에요.	no_gloss
sc2da39c2b6	a2	Das Café liegt gegenüber vom Bahnhof.	카페는 기차역 맞은편에 있어요.	no_gloss
sb8000063eb	a2	Sie ist mit ihrem Gehalt zufrieden.	그녀는 자기 급여에 만족해요.	no_gloss
s31a04a5a07	a2	Ich bin mit meinem Gehalt zufrieden.	저는 제 급여에 만족해요.	no_gloss
s073be16d94	a2	Sie hat ihre Geldbörse verloren.	그녀는 지갑을 잃어버렸어요.	no_gloss
s1ab9f8cf2f	a2	Ich habe nur Kleingeld in meiner Geldbörse.	제 지갑에는 잔돈만 있어요.	no_gloss
sa7b420d771	a2	Sind Sie sicher, dass die Prüfung am 15. Juni ist? - Ja, das weiß ich genau.	시험이 6월 15일인 게 확실해요? – 네, 정확히 알고 있어요.	no_gloss
s00ca72793e	a2	Die Uhr geht genau.	시계가 정확해요.	no_gloss
s955e3295ce	a2	Es ist genau acht Uhr.	정확히 여덟 시예요.	no_gloss
sff73e5eb5e	a2	Haben Sie die genaue Zeit?	정확한 시간을 아세요?	no_gloss
s4ac36a8a3c	a2	Sind Sie sicher, dass heute Ruhetag ist? – Ja, das weiß ich genau.	오늘이 휴무일인 게 확실해요? – 네, 확실히 알아요.	no_gloss
sc3fb578791	a2	Es ist noch genug Pizza da. Möchtest du noch ein Stück?	피자가 아직 충분히 있어. 한 조각 더 먹을래?	no_gloss
s9af81763e8	a2	Ich verdiene nicht genug.	저는 돈을 충분히 벌지 못해요.	no_gloss
sdd18ec6681	a2	Es ist noch genug Suppe da.	수프가 아직 충분히 있어요.	no_gloss
sb81a7f5707	a2	Ich habe jetzt lange genug gewartet.	이제 충분히 오래 기다렸어요.	no_gloss
sccfd03ad14	a2	Fahren Sie geradeaus bis zur nächsten Kreuzung.	다음 교차로까지 곧장 가세요.	no_gloss
s51c4755f3c	a2	Elektrogeräte finden Sie im dritten Stock.	전자제품은 3층에 있어요.	no_gloss
se3ffe14600	a2	Ich kaufe meine Elektrogeräte immer gebraucht. Das ist viel billiger.	저는 전자제품을 늘 중고로 사요. 그게 훨씬 저렴해요.	no_gloss
sc280b7fb07	a2	Mein Lieblingsgericht ist Pizza.	제가 가장 좋아하는 음식은 피자예요.	no_gloss
sdd2fbe38fd	a2	Ich habe heute Vormittag einen Termin beim Gericht.	오늘 오전에 법원에 갈 약속이 있어요.	no_gloss
s77fa30c298	a2	Ich helfe Ihnen gern.	기꺼이 도와드릴게요.	no_gloss
sf20a742f14	a2	Kaffee oder Tee? - Ich trinke lieber einen Tee.	커피 아니면 차요? – 저는 차를 마시는 게 더 좋아요.	no_gloss
s8c729487d2	a2	Am liebsten trinke ich Kaffee.	저는 커피를 가장 좋아해요.	no_gloss
s74de32d9cd	a2	Kaffee oder Tee? – Ich möchte lieber einen Tee.	커피 아니면 차요? – 저는 차가 더 좋아요.	no_gloss
sd70cdeaa26	a2	Ich interessiere mich nicht für Geschichte.	저는 역사에 관심이 없어요.	no_gloss
s43aab516e0	a2	Paul hat gute Noten in Geschichte.	파울은 역사 성적이 좋아요.	no_gloss
sa9afd6f2d8	a2	Abends erzähle ich meinen Kindern immer eine Geschichte.	저녁마다 아이들에게 이야기를 들려줘요.	no_gloss
sb82358eff8	a2	Stellst du bitte das Geschirr in den Schrank?	그릇을 찬장에 넣어 줄래?	no_gloss
s12ddbd42f4	a2	Für die Geburtstagsfeier brauche ich Geschirr für zwölf Personen.	생일 파티에 열두 명이 쓸 그릇이 필요해요.	no_gloss
sc80c736c0e	a2	Wasch dir bitte das Gesicht.	얼굴 좀 씻어.	no_gloss
s814b79fcf4	a2	Sie hat ein freundliches Gesicht.	그녀는 인상이 친근해요.	no_gloss
s10c9e28e5a	a2	Mach doch kein so trauriges Gesicht!	그렇게 슬픈 표정 짓지 마!	no_gloss
s3be100b515	a2	Ich hatte Grippe. Jetzt bin ich wieder gesund.	독감에 걸렸었어요. 이제 다시 건강해졌어요.	no_gloss
s3007a3e802	a2	Zu viel Zucker ist nicht gesund.	설탕을 너무 많이 먹는 것은 건강에 좋지 않아요.	no_gloss
s7b02b906b1	a2	Gesundheit! Sind Sie erkältet?	건강하세요! 감기에 걸리셨어요?	no_gloss
sccd0d27be7	a2	Sie müssen mehr auf Ihre Gesundheit achten.	건강에 더 신경 쓰셔야 해요.	no_gloss
s0c4447f48e	a2	Ich glaube, es gibt heute ein Gewitter.	오늘 뇌우가 올 것 같아요.	no_gloss
se408e633ee	a2	Es wird gleich ein Gewitter geben.	곧 뇌우가 올 거예요.	no_gloss
s66b2ad93d9	a2	Er kann gut Gitarre spielen.	그는 기타를 잘 칠 수 있어요.	no_gloss
s433f4f34a8	a2	Ich spiele seit drei Jahren Gitarre.	저는 3년째 기타를 치고 있어요.	no_gloss
s13e4b78d9c	a2	Ich habe eine Grippe und kann leider nicht kommen.	독감에 걸려서 안타깝게도 갈 수 없어요.	no_gloss
s223a34f73f	a2	Mir tut der Hals weh.	목이 아파요.	no_gloss
s7d4d882212	a2	Ich habe seit gestern Halsschmerzen.	어제부터 목이 아파요.	no_gloss
s04e17b88eb	a2	Einen Hamburger ohne Salat, bitte.	채소를 뺀 햄버거 하나 주세요.	no_gloss
s4e143aa494	a2	Gibst du mir bitte ein frisches Handtuch?	새 수건 하나 줄래?	no_gloss
s49277685d4	a2	Im Museum hängen moderne Bilder.	박물관에 현대 회화 작품들이 걸려 있어요.	no_gloss
sd15fa27dac	a2	Warum hast du das Bild noch nicht an die Wand gehängt?	왜 아직 그림을 벽에 안 걸었어?	no_gloss
scbd6fbe114	a2	Das Bild von meiner Tochter hat im Wohnzimmer gehangen.	제 딸의 그림이 거실에 걸려 있었어요.	no_gloss
s94ab0f0f41	a2	Das Bild hängt schief.	그림이 비뚤게 걸려 있어요.	no_gloss
s69e8318599	a2	Hast du den Anzug wieder in den Schrank gehängt?	정장을 다시 옷장에 걸어 놨어?	no_gloss
s36d455fced	a2	Ich finde das Bett zu hart.	저는 침대가 너무 딱딱한 것 같아요.	no_gloss
sfe44fd7b4b	a2	Die Brötchen sind ja ganz hart.	빵이 정말 딱딱해요.	no_gloss
s9df0a46590	a2	Das Bett im Hotel war mir zu hart.	호텔 침대는 저에게 너무 딱딱했어요.	no_gloss
scd6d65d176	a2	Ich habe eine harte Woche vor mir. Ich muss jeden Tag Überstunden machen.	힘든 한 주가 기다리고 있어요. 매일 초과 근무를 해야 해요.	no_gloss
s94627a81b7	a2	Wir haben hart gearbeitet, um die Wohnung zu bezahlen.	집값을 내기 위해 열심히 일했어요.	no_gloss
sdebcbd049a	a2	Ich finde das Kleid hässlich. Es gefällt mir nicht.	저는 그 원피스가 못생겼다고 생각해요. 마음에 들지 않아요.	no_gloss
sdd2b334b0a	a2	Das ist aber eine hässliche Lampe!	정말 못생긴 램프네요!	no_gloss
sb256259889	a2	Dieses Kleid finde ich hässlich.	저는 이 원피스가 못생겼다고 생각해요.	no_gloss
s7563dc5c43	a2	Berlin ist die Hauptstadt von Deutschland.	베를린은 독일의 수도예요.	no_gloss
saddead5a7c	a2	Wer macht bei euch den Haushalt? - Meine Frau und ich machen den Haushalt zusammen:	댁에서는 누가 집안일을 해요? 제 아내와 제가 함께 집안일을 해요:	no_gloss
s6c851f893c	a2	Ich wasche die Wäsche und sie putzt und räumt auf.	저는 빨래하고 아내는 청소하고 정리해요.	no_gloss
s812e8a7dd2	a2	Ich kümmere mich um den Haushalt, d. h. ich putze, wasche, koche etc.	제가 집안일을 맡아요. 즉, 청소하고 빨래하고 요리해요.	no_gloss
sad3db69c8a	a2	Hast du dein Heft dabei?	공책 가져왔어?	no_gloss
s4f61f8ecf9	a2	Ich hätte gern ein Schreibheft.	필기용 공책 하나 주세요.	no_gloss
sc29607b46f	a2	Vorsicht, der Tee ist heiß!	조심하세요, 차가 뜨거워요!	no_gloss
see99ad2541	a2	Mir ist heiß. Kannst du das Fenster öffnen?	더워. 창문 열어 줄래?	no_gloss
sdd9ffd0779	a2	Für die Jahreszeit ist es zu heiß.	이 계절치고는 너무 더워요.	no_gloss
s0af186a8da	a2	Ich mache dir einen heißen Tee.	뜨거운 차를 끓여 줄게.	no_gloss
s2350280d32	a2	Es ist kalt. Ist die Heizung kaputt?	추워요. 난방이 고장 났나요?	no_gloss
sb08cc5f246	a2	Nick trägt heute ein neues Hemd.	닉은 오늘 새 셔츠를 입고 있어요.	no_gloss
s6879b1baae	a2	Nikos trägt heute ein weißes Hemd.	니코스는 오늘 흰 셔츠를 입고 있어요.	no_gloss
s4eda46b51b	a2	Komm bitte mal her!	이리 좀 와!	no_gloss
sed8a884321	a2	Herein! Die Tür ist offen.	들어오세요! 문이 열려 있어요.	no_gloss
sd562d3afdb	a2	Komm her zu mir!	나한테 와!	no_gloss
se023b9e33f	a2	Möchtet ihr nicht rauskommen? Das Wetter ist so schön.	밖으로 나오고 싶지 않아요? 날씨가 정말 좋아요.	no_gloss
s734e44bfca	a2	Kannst du bitte den Müll rausbringen?	쓰레기 좀 내다 버려 줄래?	no_gloss
sc156525cbf	a2	Möchtest du nicht reinkommen? Ich kann uns einen Tee machen.	들어올래? 우리 마실 차를 끓일 수 있어.	no_gloss
sfa97938d62	a2	Kommt doch herein!	어서 들어오세요!	no_gloss
s3eb4ddb2f4	a2	In unserer Firma stellen wir Möbel her.	우리 회사에서는 가구를 만들어요.	no_gloss
s2600638c6c	a2	In unserer Firma stellen wir Schokolade her.	우리 회사에서는 초콜릿을 생산해요.	no_gloss
s6e3418acaa	a2	Er lädt die Musik aus dem Internet herunter.	그는 인터넷에서 음악을 다운로드해요.	no_gloss
s19fa5e9089	a2	Ich habe mir Musik aus dem Internet heruntergeladen.	저는 인터넷에서 음악을 다운로드했어요.	no_gloss
se693330075	a2	Heute ist so tolles Wetter: Der Himmel ist blau und es gibt keine Wolken.	오늘 날씨가 정말 좋아요. 하늘은 파랗고 구름이 하나도 없어요.	no_gloss
s8eb44ed86d	a2	Wir hatten im Urlaub so tolles Wetter. Immer Sonne und blauer Himmel.	휴가 때 날씨가 정말 좋았어요. 늘 해가 나고 하늘은 파랬어요.	no_gloss
s54b18eee79	a2	Wo gehst du hin?/Wohin gehst du?	어디로 가?	no_gloss
s5ed0d0e5c7	a2	Wohin ist Paul gegangen? – Ich glaube dorthin.	폴은 어디로 갔어요? 제 생각에는 저쪽으로 갔어요.	no_gloss
s6deabf5a7b	a2	Er geht in den Garten hinaus.	그는 정원으로 나가요.	no_gloss
s2b993b24b0	a2	Wir gehen ins Haus hinein.	우리는 집 안으로 들어가요.	no_gloss
s1e7e0e4b14	a2	Hinter dem Haus haben wir einen Garten.	우리 집 뒤에는 정원이 있어요.	no_gloss
s68235755a1	a2	Fahren Sie Ihren Wagen bitte hinter das Haus.	차를 집 뒤로 옮겨 주세요.	no_gloss
sd386be010d	a2	Auf den hinteren Plätzen kann man nicht sehr viel sehen.	뒤쪽 자리에서는 잘 보이지 않아요.	no_gloss
s99f670ae80	a2	Ich hoffe, dass es dir gut geht.	잘 지내고 있기를 바라.	no_gloss
sd5f7c63d6c	a2	Ich hoffe, dass ihr zu meinem Geburtstag kommen könnt.	여러분이 제 생일에 올 수 있으면 좋겠어요.	no_gloss
s8b3d9c7bbf	a2	Wir alle hoffen auf besseres Wetter.	우리 모두 날씨가 더 좋아지기를 바라요.	no_gloss
s7c99c68b27	a2	Hoffentlich hat unser Zug keine Verspätung.	우리 기차가 연착하지 않으면 좋겠어요.	no_gloss
s51b2176f3f	a2	Auf der Homepage von Freiburg gibt es alle wichtigen Informationen über die Stadt.	프라이부르크 홈페이지에는 이 도시에 관한 중요한 정보가 모두 있어요.	no_gloss
s76aa0ac0c7	a2	Kennst du eine Homepage mit Deutschübungen?	독일어 연습문제가 있는 홈페이지 알아?	no_gloss
s8b3b240b5d	a2	Kann ich die Hose waschen?	이 바지를 세탁해도 돼요?	no_gloss
s98366bc041	a2	Können Sie die Hose etwas kürzer machen?	이 바지를 좀 짧게 줄여 주실 수 있나요?	no_gloss
seb52066eed	a2	Sie hustet seit zwei Tagen. Sie ist krank.	그녀는 이틀째 기침하고 있어요. 아파요.	no_gloss
s567345ffde	a2	Der Junge hat die ganze Nacht gehustet.	그 남자아이는 밤새 기침했어요.	no_gloss
s46d95a5bc6	a2	Was machen wir heute Abend? Hast du eine gute Idee?	오늘 저녁에 우리 뭐 할까? 좋은 생각 있어?	no_gloss
s59c4356f3f	a2	Du willst ein Picknick machen? Ich finde die Idee toll.	소풍 가고 싶어? 정말 좋은 생각인 것 같아.	no_gloss
s2a14a1cb06	a2	Ich möchte mich vor der Reise über das Land informieren.	여행 전에 그 나라에 대해 알아보고 싶어요.	no_gloss
sef2363fb50	a2	Hast du dich über die Prüfung informiert?	시험에 대해 알아봤어?	no_gloss
sbb5a0f0275	a2	Wir informieren Sie rechtzeitig über die neuen Prüfungstermine.	새 시험 일정을 제때 알려 드릴게요.	no_gloss
s12ecee89c1	a2	Du musst dich vor der Reise genau über die Bedingungen informieren.	여행 전에 조건을 자세히 알아봐야 해.	no_gloss
sf4e847ee8a	a2	Ich möchte im Sommer auf einer Insel Urlaub machen.	여름에 섬으로 휴가를 가고 싶어요.	no_gloss
s107c9ff0ce	a2	Rügen ist die größte deutsche Insel.	뤼겐은 독일에서 가장 큰 섬이에요.	no_gloss
s21ac52e71b	a2	Ich würde dieses Mal gern auf einer Insel Ferien machen.	이번에는 섬에서 휴가를 보내고 싶어요.	no_gloss
s6dd809e453	a2	Ich spiele Klavier. Spielen Sie auch ein Instrument?	저는 피아노를 쳐요. 악기도 연주하세요?	no_gloss
s0d59177555	a2	Ich spiele Klavier. Spielen Sie auch ein Musikinstrument?	저는 피아노를 쳐요. 악기도 연주하세요?	no_gloss
sba421c67c6	a2	Einstein war sehr intelligent.	아인슈타인은 매우 똑똑했어요.	no_gloss
s0ea780206a	a2	Maria ist sehr intelligent. Sie kann sehr gut rechnen.	마리아는 매우 똑똑해요. 계산도 아주 잘해요.	no_gloss
